file,line,character,severity,type,reason,rule_id
/Users/mpy/CascadeProjects/rBUM/Core/Sources/Services/Factory/ServiceFactory+Configuration.swift,73,16,Warning,Missing Docs,public declarations should be documented,missing_docs
